MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,DrainageSystems,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,InactiveDisasterPreparedness,FloodProbability
10,3,5,4,5,1,8,5,8,1,1,2,5,1,0.43824050450222274
8,4,4,8,6,0,4,3,1,1,8,10,7,3,0.5005472314982653
10,0,5,2,6,3,7,6,2,7,1,10,1,10,0.5412847201688266
1,2,10,0,9,0,1,7,3,5,9,5,6,10,0.39978799459259384
4,2,2,4,8,9,1,1,5,0,1,4,3,6,0.2883925833215218
4,10,6,5,6,0,7,10,6,1,10,9,7,0,0.5881724380416291
0,0,7,0,5,7,5,5,3,7,1,1,2,10,0.24215658818740762
0,5,9,6,1,10,4,3,0,10,10,8,4,0,0.4359608006668654
0,1,5,6,6,2,0,4,6,0,8,7,0,2,0.20682461226283866
8,10,10,10,3,3,6,9,8,3,10,2,8,5,0.7652962841923601
4,5,9,6,9,2,4,4,3,8,8,1,7,0,0.47096311194900076
8,3,1,1,0,1,7,0,10,10,10,10,2,10,0.5278166331452709
9,10,2,9,1,4,1,3,1,2,5,8,1,4,0.4760111211587572
0,7,2,10,8,0,5,4,6,10,7,9,7,6,0.5389462414860983
9,2,10,1,2,3,2,0,10,2,10,9,9,5,0.5468922789850592
2,7,1,3,6,1,2,7,3,6,7,7,1,4,0.33292755993192036
4,8,9,6,6,2,4,5,7,9,7,6,1,8,0.6119573634445177
10,5,10,0,3,5,10,0,10,9,1,10,2,0,0.6043063158889791
3,0,4,9,4,10,10,0,5,3,4,7,4,3,0.41436216802822395
10,8,1,8,2,7,10,7,2,10,6,5,1,3,0.6518461775462138
5,3,8,10,8,3,5,3,1,8,9,4,7,1,0.5187192980462184
0,1,4,8,5,8,3,3,8,9,1,7,6,0,0.3605050645230244
9,4,6,1,5,3,2,1,10,6,1,5,8,6,0.5075925222956333
0,5,3,7,9,0,7,0,7,9,6,10,8,9,0.5057282955697521
7,1,4,6,10,2,2,0,7,4,9,6,10,9,0.5473085200298332
5,2,4,2,2,0,7,10,3,3,0,9,3,2,0.31433002659653975
1,7,5,1,4,1,4,1,9,8,4,2,1,5,0.2793736266648856
5,7,0,9,0,2,4,5,6,3,0,3,1,4,0.30993832852905306
3,1,6,2,1,2,7,10,8,6,10,7,3,8,0.4666135684240959
1,2,3,1,1,4,4,1,4,9,10,8,8,3,0.2970447593963466
6,8,2,7,5,6,4,0,6,10,7,6,5,0,0.5187636632695262
0,0,10,8,5,5,9,7,5,6,3,3,6,2,0.40269636051314495
5,6,1,9,8,8,9,10,0,0,7,4,5,7,0.5697262135080489
2,4,9,5,5,10,3,5,4,9,8,6,1,7,0.5454472667335892
9,8,8,3,0,10,8,3,5,9,6,8,10,9,0.789600320836905
10,0,4,7,1,8,3,2,10,1,1,1,10,8,0.4933403623971154
10,1,0,8,4,3,7,1,6,8,0,7,1,5,0.45461382350711954
10,9,7,1,6,4,10,10,8,7,0,7,0,0,0.656900340617089
1,3,7,7,4,3,0,1,7,6,4,6,9,10,0.4220454044342637
5,4,2,2,6,5,3,0,0,5,7,8,8,9,0.4148953271568192
2,7,9,3,10,5,7,2,4,9,6,8,1,1,0.5026247004709461
1,5,3,10,5,3,4,8,5,0,5,0,3,9,0.3520589016900533
4,4,4,3,1,0,3,5,4,5,3,5,9,7,0.34404633379040606
4,0,10,8,8,0,10,5,5,10,3,1,1,10,0.4984850423059314
3,6,8,8,1,3,1,2,5,0,9,8,5,9,0.45026915161589093
1,1,4,2,10,0,4,6,10,4,4,3,2,4,0.27080636422730237
4,4,9,9,5,10,1,5,2,0,0,5,3,1,0.39390200865965236
1,3,3,7,0,4,10,2,6,3,6,4,5,0,0.26300718935211126
0,7,3,0,9,9,9,2,2,6,4,5,2,2,0.3329727050371802
4,7,7,9,9,7,5,10,10,4,6,3,5,4,0.6790700337640881
0,7,2,5,4,3,6,9,2,10,7,7,4,1,0.39702339386930674
10,6,6,5,0,0,0,5,6,5,2,2,4,9,0.4634283659483686
9,3,5,3,9,6,7,10,3,1,10,7,1,2,0.5683032780818418
10,3,5,2,4,8,1,2,8,2,0,9,4,3,0.4916526478676029
1,9,9,1,2,7,5,10,3,5,7,4,6,2,0.4584328478566872
5,7,4,0,7,10,8,4,8,2,0,5,0,4,0.4564820460938956
9,8,7,2,1,3,9,6,8,7,4,4,4,9,0.6365625822571707
6,9,4,2,9,8,9,7,1,9,1,3,3,2,0.5494120492923961
3,0,2,8,9,0,10,7,0,4,7,6,4,8,0.4084556143143197
9,0,3,1,6,8,4,6,10,10,4,5,6,2,0.5489895412285982
3,0,4,7,4,6,8,1,6,3,0,8,8,7,0.40518108651831847
10,5,1,7,1,5,4,9,1,6,7,7,5,7,0.5881197462128154
1,7,6,10,8,8,10,5,4,10,8,7,6,0,0.6386129041275015
7,10,10,10,0,9,10,4,10,10,8,4,7,9,0.8888418029399706
0,6,4,3,9,9,10,1,7,0,1,7,4,5,0.41844205616451413
10,8,6,2,8,8,7,7,8,0,7,9,6,6,0.7645165270159154
3,10,2,10,3,1,1,8,7,8,8,7,10,2,0.5613883377177851
0,1,3,3,1,0,8,8,7,3,4,1,5,6,0.20234612861897194
9,7,8,0,0,2,6,8,6,0,6,1,3,10,0.4961976056934943
10,7,1,10,5,3,0,5,7,10,1,2,0,4,0.5274951231317551
10,2,7,9,8,1,7,3,8,6,5,4,7,1,0.6045345145182796
5,5,10,9,2,10,3,4,4,4,2,5,0,2,0.4671278837719241
0,0,8,0,3,1,3,10,6,9,4,1,9,3,0.26840306219670723
2,5,8,2,9,9,8,4,10,9,4,6,1,9,0.6134459260375357
0,5,1,1,8,0,6,8,6,8,3,10,7,0,0.3452280263951607
0,4,0,4,8,2,0,2,4,3,2,8,4,10,0.25042736882314975
1,5,1,8,5,7,2,3,6,4,4,10,1,1,0.350672698680423
6,6,9,8,8,4,0,5,8,5,7,10,2,4,0.6441874375522502
8,10,1,10,7,9,8,9,10,1,2,2,1,4,0.6721526072502437
6,4,1,5,6,3,2,4,5,10,1,5,8,10,0.4967573747239186
2,7,7,6,5,3,2,2,7,10,1,0,9,8,0.44359997221240555
6,4,0,9,0,8,10,6,3,10,2,7,3,1,0.4930991416693121
2,9,9,9,4,9,6,9,0,10,1,5,6,9,0.6623265326585013
5,6,7,10,9,1,7,9,4,1,7,2,3,4,0.5311908988717484
9,8,9,1,5,10,9,8,2,6,7,9,9,1,0.7713734447031446
1,3,7,0,8,9,3,1,10,2,6,2,4,3,0.32507514359643297
9,7,2,9,8,5,9,7,3,2,7,5,4,8,0.6866174487000927
2,2,6,7,3,1,8,7,0,1,0,6,10,8,0.35310676619118836
7,6,3,3,3,0,3,5,1,9,3,9,2,5,0.4159261873572604
2,2,10,9,0,1,9,1,2,8,8,6,8,10,0.48257624643575464
1,6,5,10,9,1,3,8,4,2,9,6,5,3,0.45725612159297147
4,1,6,10,4,2,5,7,6,5,1,9,8,6,0.5128994341323635
4,5,0,4,4,6,1,8,1,3,7,5,1,8,0.35110093528541125
5,5,1,7,0,4,7,7,8,1,1,9,1,3,0.40041058437358595
2,9,7,8,8,5,4,2,4,10,10,7,0,2,0.5506824724013512
10,1,10,1,2,3,1,9,4,0,6,1,7,2,0.40749000384435635
7,2,2,7,2,5,9,6,9,7,8,0,0,7,0.4961976802588881
9,7,10,2,5,4,3,10,7,0,5,10,4,7,0.677702324580709
8,10,8,0,0,6,0,6,1,1,5,8,5,10,0.5405318557157648
7,8,7,9,6,7,4,5,9,1,8,5,5,6,0.6883916719150619
1,6,5,2,0,7,5,9,9,5,10,8,5,1,0.45898679478001086
6,2,0,5,10,4,5,7,2,0,0,8,5,9,0.43247738910809574
9,4,1,6,4,3,9,9,2,10,2,10,2,8,0.623098497741692
1,9,1,7,3,0,3,7,0,7,7,0,7,0,0.2554522916242557
5,2,8,2,10,6,4,2,9,10,7,8,6,8,0.6276888484979296
2,10,2,4,3,9,5,1,5,7,5,7,9,5,0.5069872369450649
8,3,8,8,10,10,6,9,1,4,2,5,0,4,0.6163275681669981
10,5,8,8,5,10,0,8,7,0,7,4,9,8,0.7313520053333811
0,6,9,9,8,1,10,7,6,8,9,2,9,2,0.564699218605348
8,3,9,5,6,0,8,8,3,10,7,9,6,2,0.652983391372157
3,1,1,0,0,0,9,7,6,3,8,5,7,10,0.31926533761633835
10,3,7,9,4,1,4,7,7,8,0,10,7,0,0.624075779673581
0,0,5,6,10,0,8,10,4,1,8,7,10,10,0.4697754044091695
2,7,8,4,1,10,6,8,9,4,9,2,3,6,0.5367045082797971
7,2,0,10,6,1,6,7,3,0,10,1,4,9,0.4342224574395744
8,4,4,10,5,4,6,9,8,7,8,5,6,10,0.7419400506138916
0,3,10,5,4,10,2,1,5,9,10,0,5,6,0.41957487290388684
1,2,0,7,4,10,2,3,8,0,3,10,3,9,0.3691030372191267
3,10,5,9,6,7,7,3,4,9,2,5,5,3,0.5823468478034427
0,3,3,0,0,0,6,7,4,8,9,3,7,5,0.24011334744954496
8,6,8,1,4,2,4,3,1,8,3,7,3,10,0.5097200158712656
7,3,4,1,5,3,10,4,2,6,7,6,10,2,0.4799601218898082
8,4,2,8,6,9,9,10,8,10,9,2,0,0,0.6565535527430402
5,2,6,7,9,10,0,6,7,5,4,9,9,3,0.6080509572293807
7,10,2,2,0,0,5,5,0,5,5,9,10,0,0.42489058112732314
6,6,5,6,9,8,8,3,6,5,9,9,10,5,0.7311885760013722
7,4,5,3,4,2,10,1,10,1,7,8,5,1,0.46829378132262617
4,6,10,7,1,5,3,6,1,2,1,9,7,0,0.43322078634228
7,10,6,5,8,2,9,1,3,7,5,7,5,9,0.6586874821417057
7,6,10,5,6,8,9,0,5,8,0,7,8,0,0.6291646708192309
7,10,2,10,2,2,9,5,6,4,1,5,7,4,0.5810761608841764
9,7,0,8,10,10,5,6,8,3,1,7,0,8,0.6888554368646203
3,7,3,7,2,9,4,0,8,8,0,1,0,5,0.366924265987544
9,4,4,8,1,0,9,8,4,7,9,3,6,5,0.5679511050123035
0,5,4,10,2,5,6,8,10,9,0,5,7,5,0.497637584562034
5,6,0,4,10,3,5,6,5,8,10,6,7,4,0.5486638621975382
4,9,0,8,4,6,2,0,0,6,3,2,4,3,0.31979660002331933
9,8,6,6,4,6,3,3,5,4,2,1,2,2,0.47815979687791715
0,3,2,8,7,7,0,9,1,1,10,5,9,1,0.3369503538938345
2,4,3,9,10,7,7,3,2,1,5,7,3,5,0.4424133014904203
5,4,8,9,3,8,6,5,10,0,8,7,2,3,0.5781253994010206
8,10,4,5,1,7,1,7,0,5,4,10,1,9,0.5859520845990602
5,2,8,3,4,4,6,2,6,6,5,5,7,6,0.45921148177575366
7,6,5,2,8,3,0,7,0,9,2,0,10,5,0.46337687918679116
1,2,8,8,4,1,6,4,2,3,8,2,1,4,0.2642155590486278
10,1,3,6,6,6,5,9,5,10,7,0,1,5,0.5672494044921689
8,1,1,9,5,7,8,0,2,5,5,3,0,7,0.4280153582581247
0,0,2,5,8,1,0,10,8,9,4,4,9,5,0.3463283043917171
7,9,1,8,4,7,0,10,6,1,0,7,4,1,0.5090953912708556
1,9,5,2,0,2,0,10,4,4,9,8,5,5,0.39119616951779224
6,0,3,7,0,8,6,2,5,7,1,1,4,4,0.33305292702795775
7,2,2,1,1,7,9,0,5,6,0,2,10,2,0.3412444487959066
10,4,2,2,6,0,1,6,8,10,6,6,2,1,0.47200392324291
0,1,4,9,4,8,0,4,0,0,1,7,7,0,0.2025724084494142
3,4,0,10,3,8,6,8,4,1,2,7,3,7,0.43288580496655527
7,10,4,4,6,4,8,4,2,5,10,3,1,4,0.5338908365748013
2,4,2,3,9,5,1,6,9,4,9,5,3,10,0.46091165164939407
7,5,5,9,0,0,1,4,4,7,7,7,5,4,0.46969363794834584
2,9,5,4,0,2,10,10,7,8,0,2,6,1,0.430185973203987
1,0,5,7,9,8,8,8,4,3,1,2,5,5,0.3855251019725135
5,9,6,0,4,2,9,9,0,1,3,9,6,2,0.4414780535612233
7,5,0,8,9,3,5,7,3,10,7,9,6,3,0.6146440096728252
2,7,0,0,2,4,10,4,7,6,8,7,5,1,0.35399941733696255
9,10,5,8,5,10,4,8,8,1,4,1,1,4,0.6476720171822488
9,7,4,1,5,2,3,9,6,7,5,6,7,2,0.5680647949776263
0,3,3,10,0,9,2,8,3,8,2,0,2,8,0.3162959491541822
3,8,4,6,3,7,3,5,0,5,5,10,5,0,0.42768570524198696
6,2,2,5,10,1,10,7,4,6,1,5,6,0,0.44231591899125733
5,4,1,3,3,5,10,10,6,1,3,9,3,4,0.4563020792815481
2,7,2,2,2,5,0,5,9,2,4,0,8,3,0.2658904001215889
5,4,10,9,0,4,2,10,7,7,10,2,6,6,0.587355686514626
10,9,1,4,10,0,6,8,9,10,1,3,3,4,0.6327757925473895
3,2,10,0,1,0,6,1,7,9,0,7,8,1,0.31480105552389015
2,7,7,0,0,2,7,1,7,2,4,8,7,0,0.30284013537902155
8,2,1,2,2,4,1,5,1,1,0,9,5,0,0.25064456557856657
6,6,8,10,0,5,5,3,4,8,4,5,7,3,0.5520122523867576
7,10,3,0,7,8,1,0,0,1,8,6,0,2,0.3609128109782974
7,10,5,7,9,8,4,0,10,0,10,7,2,6,0.6719201230975195
8,8,0,1,3,9,4,6,8,5,1,0,10,0,0.46998752975064895
8,6,0,0,6,3,10,6,0,2,9,4,8,5,0.45958428825102826
6,4,8,2,5,5,7,5,8,8,7,8,3,4,0.5866586960132069
4,3,6,0,3,7,1,8,4,1,0,4,8,1,0.289553516895985
5,0,4,9,0,3,4,9,9,7,9,1,0,9,0.4487374899362396
2,5,10,10,8,4,5,4,10,8,10,4,5,9,0.6711616686656647
4,8,10,9,7,6,3,8,9,2,4,8,3,0,0.6287541986693692
6,9,10,6,1,7,8,4,4,0,10,3,7,7,0.6114406630639104
7,10,5,3,6,3,7,10,6,0,0,8,4,1,0.5390700823705433
8,2,9,10,0,5,4,2,1,10,8,7,2,7,0.5732898907871818
4,10,0,0,8,4,0,0,5,4,1,7,5,0,0.28611135433145946
8,3,8,3,10,9,3,1,10,3,6,6,6,2,0.5993519855989045
4,7,9,7,0,0,10,5,4,5,10,3,2,7,0.49396225736808735
3,8,0,3,4,9,0,6,6,8,8,0,0,7,0.38749664630807296
1,7,8,7,7,7,9,8,4,4,6,1,4,3,0.5044787704661368
2,4,9,9,6,1,1,2,5,3,4,7,7,9,0.44988719561054324
7,1,2,10,7,6,0,2,1,4,0,9,0,6,0.385301405096072
2,5,10,1,2,4,2,3,10,0,3,5,7,9,0.3844426626251503
0,0,1,10,4,7,3,1,7,5,6,3,0,0,0.192295732826004
2,6,10,10,3,9,1,3,1,5,8,6,5,7,0.5217710167366172
10,2,10,2,7,4,7,3,5,9,8,10,3,1,0.6433108369763697
1,2,5,0,0,7,8,1,6,6,5,9,2,8,0.3349030566050933
1,6,10,9,10,0,1,0,1,6,0,7,5,6,0.3955144799123447
4,2,5,10,7,3,2,1,0,6,5,5,2,7,0.36918180156836994
4,10,7,5,2,4,0,7,8,2,5,1,9,3,0.4645897532068353
10,1,4,3,0,5,4,0,10,9,7,5,0,9,0.4943344988332371
2,9,1,10,3,3,10,2,2,9,4,8,0,9,0.49579095451228405
4,8,3,8,1,3,7,6,6,3,2,6,4,8,0.48736295281312597
3,3,2,7,0,1,9,0,9,9,9,1,3,3,0.31856193420952916
2,6,2,5,4,1,5,6,2,3,10,7,3,0,0.29909669856718696
3,4,7,5,8,7,0,7,8,9,3,10,6,4,0.5814167625686069
2,2,0,10,10,6,0,8,1,0,3,3,10,1,0.3099393428491458
7,3,0,6,7,9,8,6,5,8,2,1,6,9,0.5608332615593288
8,3,10,4,4,10,1,5,6,0,6,2,9,5,0.5514479170805514
1,5,2,2,1,9,4,2,2,9,5,9,4,5,0.35152512016706894
5,6,6,5,9,3,3,8,6,9,10,7,4,4,0.6275753638979158
2,8,0,6,8,10,8,9,4,3,4,2,10,8,0.5679882285036161
9,6,8,8,7,9,5,2,2,9,7,5,7,5,0.722580799434442
1,8,5,2,8,5,2,1,10,9,8,3,9,4,0.48151628657666296
4,10,0,9,1,9,3,3,9,0,6,2,0,2,0.39306845287222
3,9,6,4,6,2,3,10,0,8,7,10,2,4,0.5137439492845576
3,4,1,7,1,9,5,9,10,0,5,4,5,2,0.41770727585348955
10,5,10,3,10,9,5,0,8,6,10,5,1,8,0.7477108544225974
5,8,5,5,2,0,9,5,9,4,7,8,6,6,0.5784180640502804
4,7,1,4,4,0,7,5,6,10,6,4,4,6,0.442973346494424
8,1,5,7,1,8,1,9,10,6,8,3,1,6,0.5578879961108976
8,10,10,9,4,2,3,8,0,6,6,9,1,9,0.7114796984468565
1,8,8,5,0,6,7,9,8,6,7,6,7,4,0.5596324821263121
5,7,3,6,5,9,5,8,10,9,8,4,4,5,0.6634552315453446
4,10,5,7,7,5,7,3,5,2,5,4,9,6,0.5715534032121622
4,1,9,0,5,7,0,9,9,1,9,10,8,4,0.5107459542341058
3,9,4,6,8,0,2,5,7,8,1,2,1,3,0.3826543484743458
9,3,7,7,2,9,10,8,9,3,5,9,9,4,0.7555070473154726
10,8,5,2,3,4,10,7,7,8,3,10,10,9,0.8002187186008317
0,0,3,7,8,8,3,8,1,1,5,9,6,0,0.3102097053340394
9,6,1,0,1,5,1,7,3,0,1,4,2,8,0.33984606408507756
9,1,9,0,3,9,2,5,9,5,5,6,8,1,0.5476067531193949
4,10,5,2,0,10,4,4,0,0,6,5,10,6,0.45383590722690575
5,5,6,3,0,3,8,8,0,3,2,10,1,6,0.4005774017126866
1,9,0,8,6,4,5,1,6,8,9,10,7,4,0.5211726571047359
3,8,7,2,7,8,8,7,9,5,6,8,8,1,0.6244300065371873
2,5,2,5,9,9,8,0,6,4,8,6,5,10,0.5346520763854224
9,2,9,5,9,0,3,2,9,10,7,2,9,0,0.569599050013392
1,5,7,1,3,2,6,8,9,8,2,6,8,7,0.4600107866773257
3,3,4,4,9,2,10,6,6,4,6,7,4,5,0.4724133142410344
5,2,4,7,10,5,7,5,3,8,1,9,0,8,0.5355073455091295
10,3,1,9,0,10,1,1,6,9,1,2,8,8,0.5453905876294606
8,2,7,6,8,9,4,7,7,2,7,10,10,1,0.6882801400315885
10,9,0,4,8,8,4,5,3,6,0,1,10,7,0.6056608755253041
3,10,10,3,0,5,6,0,10,9,9,8,6,5,0.6187496295190764
2,2,3,1,3,2,0,2,2,5,7,5,9,1,0.17893020909703716
6,2,10,0,2,5,2,1,10,3,4,0,5,9,0.3746014627113864
3,0,9,3,1,7,7,9,3,2,10,4,0,3,0.3519240654208588
0,4,5,7,9,8,9,3,1,2,7,6,3,0,0.36721027401699147
8,6,10,1,8,4,9,9,9,1,4,3,2,10,0.6593420820976782
1,2,7,5,6,9,5,2,4,3,2,4,1,10,0.3543024996866162
2,5,6,3,1,9,7,2,2,2,8,2,5,3,0.31783841735179014
10,3,2,3,0,5,7,8,7,0,3,2,5,10,0.4842135875950178
8,0,6,9,5,6,9,9,3,10,0,4,5,2,0.5658812863750358
7,2,6,3,6,6,8,8,5,1,3,10,7,4,0.5622719048789938
1,8,2,5,0,0,6,7,10,6,8,8,10,8,0.5011956348073798
2,9,6,5,3,2,8,10,3,2,9,10,6,6,0.5727005504420446
2,4,9,3,6,8,0,4,1,1,7,4,7,7,0.3853108240874641
7,6,5,7,3,3,0,3,4,9,2,10,2,3,0.47260159715460703
5,6,4,9,1,9,5,7,10,1,2,2,1,10,0.529093658472808
3,3,6,4,0,2,10,7,9,6,4,7,5,7,0.47996490694204796
8,7,5,5,0,6,3,2,10,5,2,5,10,9,0.604704110821965
8,4,7,9,2,0,4,10,10,1,8,3,1,2,0.5053370319864059
8,0,10,8,8,10,10,6,1,1,1,7,2,2,0.5657214106902311
1,4,8,4,3,3,4,6,2,2,8,8,2,10,0.38547225926439527
6,1,8,2,9,3,8,9,5,8,9,0,2,1,0.46592369347784435
2,5,2,8,8,9,2,7,0,7,8,0,2,5,0.3963377923317692
2,5,8,4,6,8,9,2,0,7,10,4,1,4,0.4391174692278282
10,5,0,6,7,0,3,10,4,4,0,2,3,1,0.41663558450184174
4,1,4,5,4,9,7,10,4,7,6,5,3,9,0.5407324662818914
8,10,2,6,7,0,6,7,10,8,1,7,10,7,0.7152358646314622
2,1,1,5,10,7,3,8,4,7,0,7,5,5,0.39869305219393836
10,3,10,7,4,4,6,7,1,7,1,5,1,10,0.6208540158378711
3,3,3,8,5,0,10,8,3,9,10,4,1,2,0.4249127476185258
2,5,5,8,0,0,8,6,4,1,10,1,2,6,0.31756537625373
3,4,4,6,4,4,9,2,2,3,0,8,9,5,0.38907435769387483
1,10,7,1,9,10,8,2,2,8,6,0,9,9,0.5588626522725131
6,9,8,9,8,6,3,9,1,10,0,10,1,9,0.7417479401067356
1,0,0,6,1,9,4,4,2,3,10,1,1,3,0.16592381130092052
2,6,8,10,7,10,10,3,9,2,1,8,8,6,0.6684547049322918
7,5,7,10,9,1,6,9,7,7,8,6,9,10,0.7996123132701966
0,10,10,4,9,9,3,5,4,8,4,5,5,8,0.6002499512560702
4,3,0,4,3,2,6,6,9,9,0,5,9,0,0.35870480401066707
7,5,0,7,9,9,7,2,1,6,10,8,7,4,0.6124308502543963
4,10,2,1,8,0,4,8,10,0,9,4,2,2,0.4193299449466807
0,5,4,8,8,9,7,6,4,9,3,1,4,0,0.42057105724776545
1,6,7,8,7,8,8,8,9,6,9,6,3,9,0.6857376774260666
10,3,9,4,7,4,2,6,5,7,9,2,4,8,0.6234036000824288
8,8,7,3,10,3,0,0,6,2,7,9,9,8,0.6350341204688424
3,0,5,3,9,8,10,4,3,0,2,4,9,1,0.3601421275529979
9,10,1,2,8,0,10,6,0,8,9,3,4,10,0.618535586165441
0,1,2,9,9,8,8,8,7,1,7,3,5,4,0.4162448702720059
0,6,4,10,3,1,3,7,2,3,4,6,5,8,0.35754708087254056
9,0,8,6,5,8,9,0,4,3,10,2,2,1,0.48135154067838115
7,1,9,4,5,8,5,10,3,7,3,4,9,0,0.5539732296260951
6,7,0,2,5,3,4,0,9,2,9,1,1,3,0.32100630963611454
3,8,10,0,3,9,8,1,4,1,0,3,5,6,0.4057572450498155
8,3,3,6,7,4,10,3,4,7,4,4,5,0,0.4886494481147395
6,0,6,5,2,8,9,1,2,5,5,5,7,8,0.4679995447176096
4,0,7,2,3,1,4,4,7,8,9,2,1,8,0.3503261139560276
4,10,4,0,2,8,3,10,2,4,1,9,2,5,0.45039796803920523
3,8,1,5,10,1,3,1,7,5,7,0,9,1,0.3682857471692254
6,4,2,2,4,2,5,7,9,7,3,9,7,10,0.5671226768892587
7,2,9,7,7,3,3,10,0,6,8,1,9,0,0.506893086685251
8,7,7,0,9,2,4,2,0,1,1,5,4,4,0.38585172598190576
4,9,4,9,1,9,6,4,7,4,5,7,8,8,0.648359366271874
2,7,10,5,0,1,0,6,0,2,2,5,5,9,0.3216446708430439
6,9,4,4,9,1,8,0,4,9,6,10,9,10,0.682885829530413
6,9,8,8,8,5,9,10,10,2,3,8,9,7,0.8291693531224529
3,3,10,1,3,2,9,5,8,5,1,4,3,7,0.39658622932037185
0,8,3,1,6,1,2,2,2,1,4,9,0,0,0.15223280356077445
3,2,1,8,8,10,6,5,4,10,6,9,3,7,0.5717278770428353
0,2,5,4,2,10,1,0,3,1,8,4,0,1,0.15151067407912655
0,10,4,7,2,6,2,4,5,5,0,0,0,7,0.29078423364303296
10,3,5,8,6,1,8,8,2,9,3,2,6,7,0.6113212267642852
8,9,5,6,9,7,0,0,6,3,0,2,10,7,0.5781122256530487
0,3,6,1,8,4,5,6,8,0,9,4,2,3,0.30624424308020276
3,10,1,3,0,0,9,1,5,1,10,4,2,7,0.3122715524103315
2,3,9,1,6,7,8,10,7,6,3,5,10,3,0.5354470308931607
10,0,3,0,2,6,0,2,3,0,4,5,6,0,0.2473505862472753
4,5,8,10,8,5,5,5,3,2,10,10,5,6,0.6289723827129605
2,6,5,6,3,4,3,5,6,5,4,3,10,7,0.44258869048362454
6,4,3,2,4,2,0,6,0,3,3,10,1,0,0.25653695815856237
5,2,10,8,10,1,1,4,10,9,5,10,9,6,0.679975707698426
2,9,3,0,5,4,3,7,7,5,2,4,9,3,0.3986000995441245
3,4,5,3,7,4,4,8,9,2,7,8,7,7,0.5267473469132591
1,7,3,3,9,1,9,6,1,4,0,2,2,8,0.3129370226435904
7,1,6,7,1,6,10,3,3,3,10,4,6,5,0.5016190596020834
10,9,1,7,9,5,10,9,3,1,3,3,6,8,0.6949392825148017
8,8,7,1,10,7,9,1,0,10,9,3,4,9,0.672599519460904
4,1,0,1,8,1,1,10,5,8,9,6,2,4,0.35078204086588854
5,5,1,8,3,0,5,7,8,6,1,2,9,1,0.3972026327236112
0,8,10,9,0,8,3,7,7,6,2,4,8,9,0.5635576889267684
4,8,1,9,6,3,8,6,10,5,4,6,7,10,0.6449534889974345
0,4,3,5,5,1,2,4,9,9,7,8,2,3,0.3428578973825976
8,1,5,4,0,9,2,0,10,3,2,5,6,0,0.3732924893337868
10,0,5,4,1,5,4,1,6,8,10,0,3,10,0.48062771267839494
2,10,6,1,9,10,9,1,10,4,3,2,7,8,0.576132560980236
7,1,1,7,0,3,10,7,7,4,5,4,4,0,0.3928867997966735
6,3,3,5,9,8,1,0,4,7,9,9,0,9,0.5347170537562373
4,9,4,1,2,1,0,1,7,3,0,5,6,8,0.3164669051683575
8,10,0,6,5,6,7,7,0,8,8,3,10,0,0.6011024085857514
7,5,0,8,7,0,2,4,4,2,3,3,2,8,0.3758500174793355
2,7,8,1,4,2,0,9,2,9,2,3,6,4,0.3630991709341714
8,5,9,4,8,6,6,6,6,1,0,3,2,3,0.5154158157331542
7,1,7,2,8,9,4,0,9,3,4,1,7,10,0.5202147249915214
3,5,10,9,8,10,9,7,9,7,5,3,3,0,0.6472483308401529
8,8,9,0,1,10,2,0,6,6,5,5,4,4,0.5352863122359961
7,6,10,0,9,6,8,8,8,6,7,1,7,9,0.706361016804807
1,6,8,9,8,10,7,6,5,9,10,4,9,6,0.6942081246128278
1,9,2,5,9,3,0,8,0,1,7,3,2,6,0.3099945466172703
3,2,8,4,9,7,10,6,6,7,0,0,6,2,0.4567254630478961
0,6,8,8,6,4,4,10,9,10,2,4,7,2,0.5402159147452672
4,2,5,6,6,9,3,10,6,4,0,10,6,10,0.6017778756464958
5,0,3,7,8,10,2,6,1,9,4,8,5,6,0.5177534259980443
8,10,10,7,2,10,10,6,5,4,7,3,9,3,0.7700590530240954
1,8,7,2,3,9,9,4,0,9,5,6,9,7,0.5292675872475229
6,10,7,2,3,7,6,1,7,1,3,2,8,2,0.4724159243405237
7,5,10,9,6,4,7,0,2,7,2,1,9,7,0.5642242420700647
4,6,1,8,5,6,9,10,7,2,5,4,5,10,0.5828441279516613
9,0,6,8,7,7,5,10,0,10,5,7,4,3,0.6357909113979755
3,2,8,1,8,7,4,8,3,0,7,0,7,3,0.3483732820610493
4,0,4,3,1,3,3,10,7,5,9,6,9,4,0.4155312502305143
0,3,2,10,1,6,5,0,7,7,0,3,2,9,0.3049762360709523
4,4,5,3,6,10,7,8,7,2,1,1,10,6,0.5079545571557643
0,2,8,5,0,2,0,0,7,10,6,3,5,3,0.24069734978484728
10,8,6,9,8,2,2,0,2,3,7,7,0,10,0.6069222552618189
2,6,10,5,10,5,2,1,6,9,10,4,9,9,0.6187045099800721
8,4,6,9,8,4,0,10,5,3,6,2,6,10,0.629907559648168
1,4,1,6,4,7,1,2,6,5,0,6,6,1,0.26519671288166796
3,6,1,10,8,7,4,9,7,7,6,3,4,0,0.5160814056680831
1,4,0,3,8,7,6,1,10,7,10,8,2,8,0.46844367386467284
4,8,7,10,10,0,7,9,0,4,3,2,1,5,0.49319133702119505
